%The Automatic Diatom Identification and Classification (ADIAC)
%project was a pilot study concerning automatic identification of
%diatoms (unicellular algae) on the basis of images. The data was
%donated by Andrei Jalba, a PhD student on the project, which
%finished in the early 2000s. The outlines are extracted from
%thresholded images. Presumably the time series are generated as
%distance to a reference point (the centre being the obvious
%candidate). The data is very sinusoidal
@Relation Adiac
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att49 numeric
@attribute att50 numeric
@attribute att51 numeric
@attribute att52 numeric
@attribute att53 numeric
@attribute att54 numeric
@attribute att55 numeric
@attribute att56 numeric
@attribute att57 numeric
@attribute att58 numeric
@attribute att59 numeric
@attribute att60 numeric
@attribute att61 numeric
@attribute att62 numeric
@attribute att63 numeric
@attribute att64 numeric
@attribute att65 numeric
@attribute att66 numeric
@attribute att67 numeric
@attribute att68 numeric
@attribute att69 numeric
@attribute att70 numeric
@attribute att71 numeric
@attribute att72 numeric
@attribute att73 numeric
@attribute att74 numeric
@attribute att75 numeric
@attribute att76 numeric
@attribute att77 numeric
@attribute att78 numeric
@attribute att79 numeric
@attribute att80 numeric
@attribute att81 numeric
@attribute att82 numeric
@attribute att83 numeric
@attribute att84 numeric
@attribute att85 numeric
@attribute att86 numeric
@attribute att87 numeric
@attribute att88 numeric
@attribute att89 numeric
@attribute att90 numeric
@attribute att91 numeric
@attribute att92 numeric
@attribute att93 numeric
@attribute att94 numeric
@attribute att95 numeric
@attribute att96 numeric
@attribute att97 numeric
@attribute att98 numeric
@attribute att99 numeric
@attribute att100 numeric
@attribute att101 numeric
@attribute att102 numeric
@attribute att103 numeric
@attribute att104 numeric
@attribute att105 numeric
@attribute att106 numeric
@attribute att107 numeric
@attribute att108 numeric
@attribute att109 numeric
@attribute att110 numeric
@attribute att111 numeric
@attribute att112 numeric
@attribute att113 numeric
@attribute att114 numeric
@attribute att115 numeric
@attribute att116 numeric
@attribute att117 numeric
@attribute att118 numeric
@attribute att119 numeric
@attribute att120 numeric
@attribute att121 numeric
@attribute att122 numeric
@attribute att123 numeric
@attribute att124 numeric
@attribute att125 numeric
@attribute att126 numeric
@attribute att127 numeric
@attribute att128 numeric
@attribute att129 numeric
@attribute att130 numeric
@attribute att131 numeric
@attribute att132 numeric
@attribute att133 numeric
@attribute att134 numeric
@attribute att135 numeric
@attribute att136 numeric
@attribute att137 numeric
@attribute att138 numeric
@attribute att139 numeric
@attribute att140 numeric
@attribute att141 numeric
@attribute att142 numeric
@attribute att143 numeric
@attribute att144 numeric
@attribute att145 numeric
@attribute att146 numeric
@attribute att147 numeric
@attribute att148 numeric
@attribute att149 numeric
@attribute att150 numeric
@attribute att151 numeric
@attribute att152 numeric
@attribute att153 numeric
@attribute att154 numeric
@attribute att155 numeric
@attribute att156 numeric
@attribute att157 numeric
@attribute att158 numeric
@attribute att159 numeric
@attribute att160 numeric
@attribute att161 numeric
@attribute att162 numeric
@attribute att163 numeric
@attribute att164 numeric
@attribute att165 numeric
@attribute att166 numeric
@attribute att167 numeric
@attribute att168 numeric
@attribute att169 numeric
@attribute att170 numeric
@attribute att171 numeric
@attribute att172 numeric
@attribute att173 numeric
@attribute att174 numeric
@attribute att175 numeric
@attribute att176 numeric
@attribute  target {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37}

@data
1.5918513,1.5925618,1.570625,1.5513939,1.5265983,1.4753671,1.4104516,1.346219,1.2523949,1.1599186,1.0583923,0.95564812,0.85907186,0.76321816,0.66814798,0.57425527,0.49968977,0.4123613,0.32104356,0.23614081,0.16362035,0.078015618,7.5045924E-4,-0.082106944,-0.16292834,-0.25407618,-0.33081844,-0.40810329,-0.4805658,-0.56532366,-0.63114407,-0.69285125,-0.77071153,-0.82746547,-0.89846148,-0.96576849,-1.0289172,-1.0658103,-1.1181713,-1.1647319,-1.2049176,-1.2381704,-1.263979,-1.2956798,-1.316918,-1.3183023,-1.3111183,-1.3203545,-1.3195395,-1.2878163,-1.2505081,-1.2275329,-1.1904813,-1.1506219,-1.0847692,-1.0244521,-0.96908615,-0.89713891,-0.83136156,-0.77950411,-0.70872086,-0.62070409,-0.5435021,-0.47283071,-0.38897601,-0.30307506,-0.21942063,-0.13051335,-0.043262014,0.049398853,0.13790326,0.2263302,0.32242135,0.42477225,0.52267924,0.62599802,0.72944796,0.83301724,0.93669549,1.0382603,1.1401594,1.2377702,1.3348833,1.4307513,1.5278433,1.5996806,1.6220808,1.6679548,1.668242,1.6711217,1.6658508,1.6466275,1.6301116,1.549369,1.4574816,1.3600239,1.2655564,1.167794,1.089013,0.98108033,0.87811528,0.77530128,0.6726525,0.57018489,0.4679165,0.36586779,0.27085348,0.18301292,0.091114856,5.211424E-4,-0.088575969,-0.17605719,-0.26174752,-0.3379324,-0.41991287,-0.51214536,-0.59547771,-0.66466522,-0.75110406,-0.81985553,-0.88615656,-0.94496693,-1.0170702,-1.0687397,-1.1334726,-1.1933131,-1.2254583,-1.2727479,-1.2997975,-1.3217605,-1.3461064,-1.3620103,-1.3459374,-1.3433359,-1.3348518,-1.3177571,-1.2924401,-1.2593626,-1.219077,-1.1721871,-1.1407452,-1.0816825,-1.017828,-0.94973318,-0.89593153,-0.82004116,-0.7421414,-0.69550298,-0.61492543,-0.55466075,-0.4661143,-0.37610447,-0.31348306,-0.23382959,-0.15523627,-0.070259798,0.017739701,0.10515187,0.19408981,0.28441726,0.375981,0.46349827,0.55807192,0.65075566,0.74666083,0.8466722,0.93239119,1.0226988,1.1218041,1.2200704,1.315168,1.4041074,1.4665466,1.5095874,1.5555145,1.578931,32
1.6876211,1.6478249,1.5704744,1.4895932,1.4084342,1.3271263,1.2457102,1.1642992,1.0920531,1.0111631,0.92979812,0.84899772,0.76766864,0.68697346,0.60568996,0.52442208,0.44389436,0.36269026,0.28232434,0.20120314,0.12011467,0.048683277,-0.032287816,-0.11320726,-0.19292084,-0.27365315,-0.35429858,-0.43484299,-0.5137791,-0.59396052,-0.67395466,-0.75371953,-0.82471432,-0.9016665,-0.98016499,-1.0580207,-1.1350223,-1.2074029,-1.2810462,-1.3520491,-1.4190124,-1.4794354,-1.5217188,-1.5536101,-1.5621025,-1.5450764,-1.5068138,-1.4538677,-1.3917452,-1.3239434,-1.2524826,-1.1785968,-1.1030527,-1.0263186,-0.94870848,-0.87044448,-0.79167387,-0.71250291,-0.63301565,-0.55327082,-0.47331246,-0.39317888,-0.31289774,-0.23248999,-0.15327708,-0.072610363,0.0081319598,0.088939325,0.16980383,0.24970848,0.33070695,0.41174252,0.48326836,0.56439416,0.64475827,0.72595746,0.80646642,0.88706337,0.96835459,1.0490619,1.1297507,1.2019814,1.2828801,1.3642758,1.4456771,1.5262657,1.6069129,1.6780172,1.6876356,1.6407064,1.5605029,1.4884988,1.407486,1.326076,1.2446712,1.1662474,1.0910635,1.0102148,0.92886543,0.84811031,0.76724951,0.68575606,0.60493922,0.52437999,0.4431813,0.36282505,0.28170718,0.20103754,0.12053112,0.039562497,-0.041356549,-0.12221926,-0.20181624,-0.2824748,-0.36303884,-0.43343948,-0.51368396,-0.59376177,-0.67363708,-0.75326256,-0.83045795,-0.90920201,-0.98740646,-1.0649103,-1.141472,-1.2131083,-1.2872989,-1.3560028,-1.4214329,-1.4840333,-1.5268513,-1.5559995,-1.5699706,-1.5494327,-1.5078001,-1.4524165,-1.3885912,-1.3195223,-1.2471516,-1.1758541,-1.0994338,-1.0219999,-0.9438253,-0.86508813,-0.78591872,-0.70822778,-0.62832679,-0.54822034,-0.46794638,-0.38753232,-0.30700019,-0.23528695,-0.15545106,-0.074613912,0.0062828461,0.086253747,0.16764038,0.24836109,0.32946635,0.4097996,0.49176264,0.57220025,0.65343124,0.73443505,0.81529525,0.89659419,0.97732084,1.0586597,1.1394813,1.2208523,1.3017556,1.3831525,1.4643583,1.5454906,1.6256147,1.6880132,28
1.7080369,1.662689,1.59507,1.5037388,1.4114121,1.3175032,1.2254844,1.1337125,1.042283,0.95119194,0.86054882,0.79360257,0.70370002,0.61427662,0.5294202,0.44618419,0.35946768,0.27304835,0.18800055,0.10328492,0.020300303,-0.069341764,-0.15857319,-0.23968985,-0.30972092,-0.37543226,-0.45959664,-0.54436974,-0.62806103,-0.69958796,-0.79037647,-0.82736711,-0.90049833,-0.95863563,-1.0125405,-1.0777689,-1.1266664,-1.1648036,-1.2167942,-1.262058,-1.2995593,-1.328275,-1.3236101,-1.3754438,-1.3995749,-1.3919244,-1.3988724,-1.3507267,-1.2883361,-1.260163,-1.2096872,-1.1504965,-1.1030156,-1.0206215,-0.96130142,-0.88598389,-0.80833853,-0.72873854,-0.65700881,-0.58447316,-0.52272393,-0.43708789,-0.3595902,-0.2802948,-0.20336569,-0.13104187,-0.048319343,0.02936738,0.11932334,0.18895113,0.2740341,0.36204983,0.45329432,0.54221468,0.62685185,0.7154765,0.80300065,0.89357752,0.98453809,1.0758502,1.1690818,1.2608416,1.3546926,1.4455738,1.5380804,1.630813,1.7227952,1.7556049,1.7553246,1.7397024,1.6794343,1.5889195,1.4968644,1.4050727,1.3118701,1.2198772,1.1268746,1.035947,0.94538852,0.85433967,0.76453308,0.67520044,0.58345111,0.49497722,0.41053502,0.3199424,0.23190912,0.14208444,0.056965997,-0.027141667,-0.096900277,-0.17716976,-0.26622269,-0.34641612,-0.42778871,-0.51123928,-0.59668085,-0.68107795,-0.75272301,-0.83372903,-0.8913326,-0.95695021,-1.031122,-1.1021706,-1.169438,-1.23212,-1.2766672,-1.319156,-1.3605955,-1.3929214,-1.4149833,-1.4258845,-1.4251443,-1.4127966,-1.3893821,-1.3689483,-1.3337399,-1.2823818,-1.2244931,-1.1611839,-1.0933997,-1.0219246,-0.94739995,-0.88333801,-0.80342809,-0.72836296,-0.6494389,-0.56462912,-0.48816364,-0.40107432,-0.34004025,-0.25502077,-0.17322808,-0.087147882,3.7732686E-4,0.078448973,0.1536007,0.24506306,0.33389008,0.41875116,0.49401949,0.5719207,0.66269814,0.75394881,0.84364475,0.93378264,1.002287,1.0944327,1.1854276,1.2767528,1.3694114,1.4377321,1.5306722,1.6214117,1.69894,1.7201583,23
1.6460114,1.7227584,1.7358584,1.6820959,1.5967094,1.5174015,1.4304377,1.351506,1.2649353,1.1864107,1.1007156,1.0142765,0.93469004,0.85183584,0.77294367,0.6883205,0.610153,0.52432411,0.43881287,0.35435801,0.26996294,0.18348556,0.10679177,0.022706248,-0.053257426,-0.1364651,-0.21912386,-0.3011602,-0.3824767,-0.46577454,-0.5454925,-0.62410373,-0.70482304,-0.7844685,-0.85897154,-0.93549441,-1.0100815,-1.0822555,-1.1501678,-1.2112798,-1.2715429,-1.3258652,-1.3727153,-1.4105213,-1.445168,-1.4600051,-1.4613732,-1.4513616,-1.4318486,-1.4023135,-1.3557689,-1.3074322,-1.2468372,-1.195023,-1.1268175,-1.058013,-0.98617461,-0.9118856,-0.8355934,-0.75766684,-0.67837528,-0.59821825,-0.52661532,-0.44431755,-0.36297204,-0.28234479,-0.20511876,-0.12819129,-0.043151077,0.032945927,0.11851695,0.20253908,0.28852304,0.36609738,0.45288644,0.53095979,0.61679519,0.70292205,0.789704,0.87606196,0.95533108,1.0425737,1.1294605,1.2166902,1.3044766,1.3923505,1.4805661,1.5687188,1.6570869,1.7322255,1.7525365,1.7020086,1.615855,1.536299,1.4491684,1.3621894,1.275374,1.1889209,1.1031684,1.0252417,0.94702921,0.86114744,0.77570429,0.69055739,0.60458671,0.51941817,0.4419934,0.35654251,0.27302318,0.18822735,0.10377191,0.019696386,-0.063947737,-0.14672196,-0.22970925,-0.31167874,-0.39292015,-0.47331736,-0.55273871,-0.63253825,-0.71140918,-0.78699548,-0.86387834,-0.93646844,-1.005561,-1.0763819,-1.1440028,-1.2076835,-1.2663736,-1.3189326,-1.3638454,-1.399551,-1.4244087,-1.4450047,-1.4447234,-1.4312581,-1.4130332,-1.3760087,-1.3363478,-1.2863385,-1.2273885,-1.1670057,-1.1020336,-1.0333817,-0.96173164,-0.8876671,-0.81160778,-0.74179527,-0.66517502,-0.5856304,-0.50568066,-0.4314198,-0.34853015,-0.2670394,-0.18475825,-0.10897961,-0.026025439,0.059504112,0.1439548,0.22883579,0.30685319,0.39180768,0.46980192,0.55597842,0.63447967,0.72113369,0.80005578,0.88630321,0.97332087,1.0605678,1.1396979,1.227565,1.3150213,1.4031051,1.4912475,1.5796297,15
1.7230906,1.6743392,1.6447128,1.5754995,1.48045,1.3833629,1.285458,1.2085601,1.1114445,1.0169087,0.92094966,0.82731283,0.73638436,0.64403825,0.55608313,0.46303645,0.37503987,0.28597127,0.19799878,0.1112492,0.025895401,-0.058184199,-0.14792182,-0.2288513,-0.30767291,-0.38426244,-0.46835766,-0.5466456,-0.60343158,-0.6868079,-0.75612385,-0.82189777,-0.86854217,-0.9413084,-0.99548381,-1.0443635,-1.104026,-1.1587917,-1.1893634,-1.2312647,-1.2613803,-1.2682415,-1.2885647,-1.3001129,-1.3031849,-1.2972228,-1.2980654,-1.2796357,-1.2482814,-1.2097062,-1.1641973,-1.1301127,-1.0725663,-1.0260863,-0.97392723,-0.90262739,-0.84169557,-0.78460285,-0.72385881,-0.64226788,-0.5662872,-0.49261788,-0.41067269,-0.33374874,-0.24716134,-0.16696927,-0.084799862,-9.8759065E-4,0.090796891,0.17709492,0.259053,0.34818615,0.43828056,0.52935652,0.62037522,0.71391423,0.80391403,0.8984258,0.98413714,1.0704826,1.1647685,1.2619364,1.3593656,1.4558621,1.5516211,1.6359831,1.6821278,1.7026306,1.703201,1.7014115,1.6774757,1.5907616,1.4967422,1.3995307,1.3051335,1.2290518,1.1366508,1.0424971,0.94891879,0.85601736,0.76377174,0.67234114,0.58170397,0.49199477,0.40328053,0.30967678,0.22285587,0.13080198,0.046030836,-0.043256509,-0.12842624,-0.22047529,-0.28449046,-0.37478643,-0.45462812,-0.53229397,-0.61840032,-0.69164891,-0.77394528,-0.84153694,-0.91873234,-0.97930663,-1.0493916,-1.1160251,-1.1781548,-1.2351736,-1.2682449,-1.3118693,-1.3482614,-1.3760922,-1.3952745,-1.4049157,-1.4049461,-1.3953947,-1.3762698,-1.3485113,-1.312176,-1.2685961,-1.2182313,-1.1786056,-1.1165206,-1.0499127,-0.99377117,-0.93264789,-0.85481698,-0.7745655,-0.70362414,-0.61905172,-0.54311797,-0.45530278,-0.3754705,-0.28518008,-0.20228734,-0.13479,-0.043967025,0.045447339,0.13665917,0.21630897,0.29456195,0.38455417,0.47534539,0.56359977,0.63903357,0.7317589,0.82505247,0.91534981,1.0093872,1.1017997,1.1964402,1.2905896,1.3857351,1.478996,1.573179,1.6375058,1.6814231,1.7072972,20
1.5511528,1.5521871,1.5339678,1.5092256,1.4641109,1.4012427,1.321077,1.2378349,1.150995,1.0642266,0.97771208,0.89057789,0.80389322,0.71900807,0.6334319,0.54980296,0.4651993,0.38166495,0.29816772,0.21471205,0.14321897,0.059913022,-0.023328775,-0.10491984,-0.18792659,-0.27082825,-0.35360762,-0.43624359,-0.51870992,-0.60097368,-0.6829929,-0.76471336,-0.84606381,-0.9297082,-1.0104582,-1.0867396,-1.1611177,-1.2278742,-1.2885865,-1.3458286,-1.3713645,-1.3892332,-1.3929639,-1.3934694,-1.4037555,-1.4221882,-1.4422327,-1.4565563,-1.4435066,-1.4038089,-1.3416188,-1.2691315,-1.1938173,-1.1135923,-1.0326268,-0.95111555,-0.86919155,-0.78694809,-0.70245825,-0.61989213,-0.53714533,-0.4558945,-0.3727832,-0.28957649,-0.20628863,-0.12293103,-0.039513428,0.042798439,0.12636221,0.20996229,0.29359448,0.37725521,0.4609414,0.54556813,0.62960855,0.71388832,0.79874573,0.87349124,0.95928633,1.0460028,1.1212193,1.2082595,1.2917931,1.3743254,1.4536494,1.5217143,1.5552962,1.5735349,1.5831758,1.5735266,1.5654316,1.5457698,1.4868404,1.4194271,1.339628,1.256302,1.1716125,1.0843243,0.99825307,0.910176,0.82444388,0.7384224,0.65376698,0.56911395,0.48446357,0.40084234,0.31725125,0.23369391,0.15138341,0.067958752,-0.015412693,-0.097281029,-0.18045115,-0.26353322,-0.34651313,-0.4293733,-0.51209184,-0.59464127,-0.67698661,-0.7590826,-0.84086979,-0.92343354,-1.0061177,-1.0866694,-1.1664148,-1.245047,-1.3126746,-1.3799192,-1.4205574,-1.4353298,-1.4279777,-1.3995381,-1.3826672,-1.3830733,-1.3828498,-1.3948469,-1.3786551,-1.3459888,-1.292366,-1.228341,-1.15562,-1.0770094,-0.99703049,-0.91399664,-0.83328555,-0.75208772,-0.67050314,-0.58860542,-0.50801013,-0.42608684,-0.34343194,-0.26063648,-0.17936635,-0.096270837,-0.013092707,0.068780743,0.14964977,0.22375498,0.30726276,0.39080808,0.47438698,0.55799605,0.64265022,0.72730672,0.81386973,0.89962897,0.9871631,1.0752261,1.1619442,1.2466318,1.3299163,1.4098662,1.4618947,1.5075581,1.5235048,1.5517353,24
1.7327786,1.7140298,1.6700289,1.5848425,1.4958935,1.4120843,1.3306856,1.247129,1.1650963,1.0813777,0.99661146,0.91292781,0.83379705,0.7488486,0.66361894,0.57858842,0.49241886,0.40869394,0.32422557,0.2437454,0.16003877,0.076988953,-0.0073452805,-0.087410522,-0.16513135,-0.24220813,-0.32481829,-0.40470053,-0.48323644,-0.5608078,-0.63365597,-0.70528224,-0.78091524,-0.85436697,-0.92525809,-0.99784991,-1.0603285,-1.1238528,-1.1800031,-1.2352248,-1.2802802,-1.3354172,-1.3638888,-1.3957963,-1.4106025,-1.4222106,-1.4124586,-1.4049458,-1.3770957,-1.3399194,-1.3054459,-1.2523978,-1.2029697,-1.1434628,-1.0845905,-1.0221704,-0.95270705,-0.87821354,-0.80948559,-0.73361454,-0.65311187,-0.57517262,-0.49417697,-0.41622149,-0.32963282,-0.24387482,-0.15739774,-0.070289456,0.0173754,0.10688395,0.19539185,0.28545824,0.37581858,0.46525569,0.5560052,0.6459458,0.73655207,0.82158618,0.90541107,0.99610816,1.0876043,1.1786744,1.2692251,1.3594972,1.45057,1.5413771,1.6240637,1.711515,1.7509093,1.7163026,1.6653125,1.5743293,1.4899801,1.3988129,1.321102,1.2298819,1.1457029,1.0579291,0.97136219,0.8799353,0.79646576,0.70604438,0.61569252,0.52656226,0.43698325,0.34644745,0.25732195,0.16988153,0.08163098,-0.0071970167,-0.093349894,-0.17507983,-0.26137754,-0.34693742,-0.43336077,-0.51067226,-0.59325343,-0.6695448,-0.74531266,-0.82310846,-0.89876487,-0.96830518,-1.0419826,-1.1031858,-1.1606331,-1.2183554,-1.2667939,-1.3118385,-1.3454862,-1.3758029,-1.3940818,-1.400191,-1.4038204,-1.3888151,-1.3709954,-1.3348692,-1.303759,-1.2491069,-1.1891121,-1.1359831,-1.0744428,-1.0095535,-0.94402261,-0.86746475,-0.79714998,-0.72871519,-0.65482543,-0.58179585,-0.50327302,-0.42670035,-0.34541755,-0.26666726,-0.18564398,-0.10685199,-0.023945527,0.057224425,0.13303793,0.21822068,0.30071244,0.38282417,0.46965298,0.55320173,0.63575748,0.72079869,0.79836523,0.88321043,0.9668964,1.0443988,1.1278395,1.208839,1.2910452,1.3750419,1.4587691,1.5496149,1.640879,1.7178038,11
1.4655471,1.5090367,1.5187722,1.3921272,1.3815485,1.3504239,1.2807172,1.2340867,1.2187884,1.1474123,1.0875958,1.0379895,0.9994349,0.92567507,0.77312709,0.6512266,0.61686665,0.51292706,0.41626564,0.29348395,0.17977296,0.11851729,-0.0031525414,-0.11448064,-0.21362954,-0.30091906,-0.37678813,-0.46276402,-0.58223427,-0.62223334,-0.74529618,-0.82267515,-0.86326848,-0.88440987,-0.93222682,-1.0027269,-1.0978118,-1.1831609,-1.1485031,-1.1694582,-1.1506932,-1.1907554,-1.2183495,-1.2351734,-1.2406242,-1.2335527,-1.3021129,-1.2982614,-1.2562106,-1.2035484,-1.2493183,-1.2252666,-1.1940164,-1.1135221,-1.09155,-1.0599808,-0.96415235,-0.95681565,-0.85128422,-0.80716594,-0.76092489,-0.7021946,-0.5427484,-0.46024025,-0.43945803,-0.33987257,-0.27140624,-0.17141062,-0.051636519,0.053927951,0.1546885,0.27231355,0.42272796,0.60140151,0.70627443,0.72386663,0.85823757,0.9434933,1.0854435,1.1557021,1.2285679,1.3112248,1.3917102,1.3958731,1.4186212,1.4048375,1.4813427,1.562222,1.578714,1.5843244,1.5018715,1.5080865,1.4791922,1.4672581,1.3800787,1.2897338,1.2090089,1.2482627,1.1884221,1.1386864,0.99574579,0.90572067,0.75466075,0.60493639,0.44883935,0.34489246,0.23922893,0.12787388,0.074791529,-0.056279837,-0.17717272,-0.2871716,-0.38430713,-0.47008537,-0.5436256,-0.6033201,-0.72306163,-0.7812466,-0.84821997,-0.91307462,-1.012604,-1.0475303,-1.1613376,-1.1581214,-1.1943374,-1.221893,-1.2693533,-1.2375433,-1.2838871,-1.3180875,-1.3406496,-1.352251,-1.3512007,-1.3385517,-1.3149472,-1.2786879,-1.2313323,-1.1734547,-1.2126171,-1.1312658,-1.1461999,-1.0780815,-1.033373,-0.91191601,-0.89529745,-0.85653629,-0.73518824,-0.61296873,-0.5705087,-0.51521964,-0.40957441,-0.28039028,-0.19864866,-0.1669836,-0.056336245,0.055707089,0.12752916,0.2180259,0.30066091,0.44183409,0.54660957,0.65008447,0.65269593,0.75757035,0.90267557,0.94274282,1.0912636,1.1440943,1.1549226,1.2342756,1.2938842,1.3138044,1.4229391,1.4303862,1.4855594,1.4710125,35
1.2625064,1.1605731,1.0600353,0.96112811,0.8652711,0.7691343,0.69384049,0.6018239,0.51469263,0.4309761,0.35585813,0.27414489,0.18996747,0.10803563,0.028647153,-0.048019759,-0.12173874,-0.19216881,-0.26405813,-0.33183518,-0.40117957,-0.46450035,-0.53165559,-0.59108535,-0.64616901,-0.69671595,-0.74416463,-0.78262777,-0.82719966,-0.85539578,-0.89239352,-0.92047127,-0.94388527,-0.96090056,-0.98948935,-0.9931819,-1.0089059,-1.0178443,-1.019987,-1.011919,-0.98518279,-0.98592978,-0.97985737,-0.94906518,-0.91230939,-0.89348547,-0.85732078,-0.8315935,-0.78434311,-0.74508142,-0.69062094,-0.63618241,-0.5886517,-0.53778872,-0.47876181,-0.42331081,-0.34970138,-0.28292046,-0.21715441,-0.14172896,-0.071986168,0.0084813545,0.083826542,0.16192261,0.24257905,0.30726353,0.38730904,0.47467187,0.55403363,0.63235226,0.72196366,0.81378072,0.90761446,1.0033248,1.1007716,1.199797,1.300709,1.4022235,1.5049155,1.6089894,1.6956728,1.7297876,1.7382266,1.7302218,1.7332612,1.6563375,1.5637341,1.4665724,1.3659561,1.2654442,1.1650494,1.0647778,0.96517667,0.8690288,0.78131162,0.69297499,0.59832273,0.49993087,0.40136545,0.30869673,0.21093325,0.119678,0.022902575,-0.073397754,-0.16917248,-0.25972238,-0.33385136,-0.42742291,-0.52013626,-0.61186881,-0.7024329,-0.79169648,-0.87945867,-0.96541186,-1.04929,-1.118789,-1.1966651,-1.2710386,-1.3413598,-1.3917605,-1.4506089,-1.49709,-1.5299363,-1.5649391,-1.5903778,-1.6055588,-1.6097284,-1.6028152,-1.5852412,-1.5574356,-1.5200631,-1.4743649,-1.4213152,-1.3766716,-1.3107658,-1.2402198,-1.1656266,-1.0876626,-1.0068661,-0.92361359,-0.84846513,-0.7511112,-0.66243941,-0.57239386,-0.48119989,-0.38899826,-0.29588391,-0.20198524,-0.10739707,-0.012183329,0.076943256,0.17343745,0.27036002,0.36391737,0.45965595,0.55781118,0.65242048,0.74986277,0.82568852,0.92506242,1.0246193,1.1243416,1.2242181,1.3242394,1.4243905,1.5207191,1.592546,1.6654402,1.7125221,1.7491991,1.7321088,1.6922073,1.6348561,1.5485954,1.4435584,1.3396538,36
1.7568214,1.733257,1.6487505,1.5498549,1.4520172,1.3849105,1.2854443,1.1887154,1.0931717,0.99890512,0.90320384,0.80848798,0.7148287,0.62231543,0.527281,0.43373413,0.34142367,0.25024697,0.1613296,0.071743955,-0.015315623,-0.10873115,-0.19405418,-0.27122574,-0.35196139,-0.43632739,-0.51482437,-0.59906698,-0.67607782,-0.75212655,-0.82424878,-0.88841021,-0.9578766,-1.0185292,-1.0761112,-1.1177038,-1.1527533,-1.1958588,-1.2271008,-1.2537604,-1.2672917,-1.2893688,-1.3037112,-1.3100451,-1.3081985,-1.2982934,-1.2805016,-1.2551181,-1.2224895,-1.1830966,-1.1375067,-1.0893621,-1.0497212,-1.0103509,-0.95497966,-0.8992125,-0.8404699,-0.77214503,-0.70727527,-0.63051947,-0.56690568,-0.48472956,-0.40798555,-0.32315363,-0.2366568,-0.15466856,-0.06505308,0.020936392,0.11250793,0.200753,0.29036405,0.38531617,0.47386743,0.56768087,0.66025388,0.75442247,0.85079641,0.94425682,1.037268,1.13348,1.2301909,1.3263289,1.4180745,1.5132183,1.6113652,1.6812618,1.715596,1.7291411,1.7159839,1.6770436,1.6254994,1.5403953,1.4421201,1.3411245,1.2439311,1.1725877,1.0744868,0.97819566,0.88241424,0.78526677,0.6908012,0.59746316,0.50533291,0.41327847,0.32468992,0.23287007,0.14647616,0.056862937,-0.025997318,-0.11270884,-0.20217272,-0.28392412,-0.36056581,-0.44049527,-0.52237807,-0.60368609,-0.67438278,-0.73607307,-0.81433449,-0.87350315,-0.93652995,-0.98449508,-1.0490791,-1.0976421,-1.1524284,-1.2016891,-1.2320493,-1.2683045,-1.283994,-1.305304,-1.3100002,-1.3102091,-1.30741,-1.2965645,-1.2777468,-1.2646838,-1.2308818,-1.2010146,-1.1674592,-1.1235475,-1.0679483,-1.0263199,-0.95812281,-0.89516446,-0.82081267,-0.75168932,-0.68155621,-0.61220611,-0.52612827,-0.45055501,-0.37356398,-0.29278207,-0.21258334,-0.12302644,-0.034707462,0.050658756,0.13764324,0.23091952,0.32045158,0.4112215,0.50185537,0.59951902,0.69033952,0.78241694,0.87879151,0.97361369,1.0706429,1.1527824,1.2461482,1.3395777,1.4199385,1.5197802,1.6149891,1.6912094,1.7386443,1.7578048,26
